"Protocol","Sheet","Data Set","Input Gate","X Parameter","Y Parameter","Gate","Number","%Total","%Gated","X-Med","X-AMean","X-Mode","X-Stdev","X-CV","HP X-CV","X-Min","X-Max","X-GMean","Y-Med","Y-AMean","Y-Mode","Y-Stdev","Y-CV","HP Y-CV","Y-Min","Y-Max","Y-GMean","Logic"
"panel2","expression2","2016_03_24 CTCL004PJ02_panel2 00015954 067","[pb_cd8]","hladr","Count","All",,,,"6.67","8.62","5.44","7.29",,,,,"6.04",,,,,,,,,,
"panel2","expression2","2016_03_24 CTCL004PJ02_panel2 00015954 067","[til_cd8]","hladr","Count","All",,,,"12.36","14.78","6.73","10.36",,,,,"10.68",,,,,,,,,,
"panel2","expression2","2016_03_24 CTCL004PJ02_panel2 00015954 067","[pb_cd4]","hladr","Count","All",,,,"2.18","5.69","0.70","9.22",,,,,"2.36",,,,,,,,,,
"panel2","expression2","2016_03_24 CTCL004PJ02_panel2 00015954 067","[til_cd4]","hladr","Count","All",,,,"12.99","16.38","1.42","15.19",,,,,"9.71",,,,,,,,,,
"panel2","expression2","2016_03_24 CTCL004PJ02_panel2 00015954 067","[tumour]","hladr","Count","All",,,,"5.52","8.82","N/A","9.47",,,,,"4.71",,,,,,,,,,
"panel2","expression2","2016_03_24 CTCL004PJ02_panel2 00015954 067","[tcrvb_pos_blood]","hladr","Count","All",,,,"1.14","2.41","0.80","3.75",,,,,"1.31",,,,,,,,,,
"panel2","expression2","2016_03_24 CTCL004PJ02_panel2 00015954 067","[cd4blood]","hladr","Count","All",,,,"1.38","3.84","0.76","6.90",,,,,"1.69",,,,,,,,,,
"panel2","expression2","2016_03_24 CTCL004PJ02_panel2 00015954 067","[cd4skin]","hladr","Count","All",,,,"12.67","16.17","1.13","15.11",,,,,"9.48",,,,,,,,,,
"panel2","expression3","2016_03_24 CTCL004PJ02_panel2 00015954 067","[pb_cd8]","lag3","Count","All",,,,"0.71","0.76","0.74","0.36",,,,,"0.69",,,,,,,,,,
"panel2","expression3","2016_03_24 CTCL004PJ02_panel2 00015954 067","[til_cd8]","lag3","Count","All",,,,"0.79","0.85","0.55","0.37",,,,,"0.77",,,,,,,,,,
"panel2","expression3","2016_03_24 CTCL004PJ02_panel2 00015954 067","[pb_cd4]","lag3","Count","All",,,,"0.87","0.93","0.92","0.71",,,,,"0.84",,,,,,,,,,
"panel2","expression3","2016_03_24 CTCL004PJ02_panel2 00015954 067","[til_cd4]","lag3","Count","All",,,,"1.03","1.11","0.97","0.43",,,,,"1.02",,,,,,,,,,
"panel2","expression3","2016_03_24 CTCL004PJ02_panel2 00015954 067","[tumour]","lag3","Count","All",,,,"0.77","0.85","N/A","0.43",,,,,"0.76",,,,,,,,,,
"panel2","expression3","2016_03_24 CTCL004PJ02_panel2 00015954 067","[tcrvb_pos_blood]","lag3","Count","All",,,,"0.68","0.72","0.69","0.32",,,,,"0.66",,,,,,,,,,
"panel2","expression3","2016_03_24 CTCL004PJ02_panel2 00015954 067","[cd4blood]","lag3","Count","All",,,,"0.76","0.81","0.68","0.53",,,,,"0.74",,,,,,,,,,
"panel2","expression3","2016_03_24 CTCL004PJ02_panel2 00015954 067","[cd4skin]","lag3","Count","All",,,,"1.03","1.10","0.97","0.44",,,,,"1.02",,,,,,,,,,
"panel2","expression4","2016_03_24 CTCL004PJ02_panel2 00015954 067","[pb_cd8]","tim3","Count","All",,,,"0.64","0.86","0.76","9.90",,,,,"0.59",,,,,,,,,,
"panel2","expression4","2016_03_24 CTCL004PJ02_panel2 00015954 067","[til_cd8]","tim3","Count","All",,,,"0.85","1.01","0.79","0.83",,,,,"0.78",,,,,,,,,,
"panel2","expression4","2016_03_24 CTCL004PJ02_panel2 00015954 067","[pb_cd4]","tim3","Count","All",,,,"0.41","0.47","0.41","0.33",,,,,"0.42",,,,,,,,,,
"panel2","expression4","2016_03_24 CTCL004PJ02_panel2 00015954 067","[til_cd4]","tim3","Count","All",,,,"0.64","0.85","0.64","0.75",,,,,"0.68",,,,,,,,,,
"panel2","expression4","2016_03_24 CTCL004PJ02_panel2 00015954 067","[tumour]","tim3","Count","All",,,,"0.36","0.41","N/A","0.13",,,,,"0.40",,,,,,,,,,
"panel2","expression4","2016_03_24 CTCL004PJ02_panel2 00015954 067","[tcrvb_pos_blood]","tim3","Count","All",,,,"0.38","0.42","0.43","0.27",,,,,"0.39",,,,,,,,,,
"panel2","expression4","2016_03_24 CTCL004PJ02_panel2 00015954 067","[cd4blood]","tim3","Count","All",,,,"0.39","0.44","0.41","0.29",,,,,"0.40",,,,,,,,,,
"panel2","expression4","2016_03_24 CTCL004PJ02_panel2 00015954 067","[cd4skin]","tim3","Count","All",,,,"0.64","0.84","0.64","0.74",,,,,"0.67",,,,,,,,,,
"panel2","populations","20160413_CTCL005AG02 panel_2 00016283 079",,,,"All","388112",,,,,,,,,,,,,,,,,,,,,"Ungated"
"panel2","populations","20160413_CTCL005AG02 panel_2 00016283 079",,,,"cd4blood","40707",,,,,,,,,,,,,,,,,,,,,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"panel2","populations","20160413_CTCL005AG02 panel_2 00016283 079",,,,"cd4skin","13897",,,,,,,,,,,,,,,,,,,,,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"panel2","populations","20160413_CTCL005AG02 panel_2 00016283 079",,,,"lymphocytes","112449",,,,,,,,,,,,,,,,,,,,,"lymphocytes AND singlets"
"panel2","populations","20160413_CTCL005AG02 panel_2 00016283 079",,,,"pb_cd4","38421",,,,,,,,,,,,,,,,,,,,,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND blood"
"panel2","populations","20160413_CTCL005AG02 panel_2 00016283 079",,,,"pb_cd8","4815",,,,,,,,,,,,,,,,,,,,,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"panel2","populations","20160413_CTCL005AG02 panel_2 00016283 079",,,,"singlets","322847",,,,,,,,,,,,,,,,,,,,,"singlets"
"panel2","populations","20160413_CTCL005AG02 panel_2 00016283 079",,,,"tcrvb_pos_blood","2305",,,,,,,,,,,,,,,,,,,,,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND blood"
"panel2","populations","20160413_CTCL005AG02 panel_2 00016283 079",,,,"til_cd4","8289",,,,,,,,,,,,,,,,,,,,,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND skin"
"panel2","populations","20160413_CTCL005AG02 panel_2 00016283 079",,,,"til_cd8","3341",,,,,,,,,,,,,,,,,,,,,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"panel2","populations","20160413_CTCL005AG02 panel_2 00016283 079",,,,"tumour","5617",,,,,,,,,,,,,,,,,,,,,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND skin"
"panel2","populations","20160413_CTCL005AG02 panel_2 00016283 079",,,,"viable_cd3","64196",,,,,,,,,,,,,,,,,,,,,"viable_cd3 AND lymphocytes AND singlets"
"panel2","expression1","20160413_CTCL005AG02 panel_2 00016283 079","[pb_cd8]","gal9","Count","All",,,,"0.06","0.08","0.03","0.12",,,,,"0.07",,,,,,,,,,
"panel2","expression1","20160413_CTCL005AG02 panel_2 00016283 079","[til_cd8]","gal9","Count","All",,,,"0.04","0.04","0.02","0.11",,,,,"0.04",,,,,,,,,,
"panel2","expression1","20160413_CTCL005AG02 panel_2 00016283 079","[pb_cd4]","gal9","Count","All",,,,"-0.24","-0.23","-0.34","0.15",,,,,"-0.21",,,,,,,,,,
"panel2","expression1","20160413_CTCL005AG02 panel_2 00016283 079","[til_cd4]","gal9","Count","All",,,,"-0.14","-0.14","-0.34","0.15",,,,,"-0.13",,,,,,,,,,
"panel2","expression1","20160413_CTCL005AG02 panel_2 00016283 079","[tumour]","gal9","Count","All",,,,"-0.18","-0.18","-0.34","0.18",,,,,"-0.16",,,,,,,,,,
"panel2","expression1","20160413_CTCL005AG02 panel_2 00016283 079","[tcrvb_pos_blood]","gal9","Count","All",,,,"-0.20","-0.19","-0.34","0.19",,,,,"-0.17",,,,,,,,,,
"panel2","expression1","20160413_CTCL005AG02 panel_2 00016283 079","[cd4blood]","gal9","Count","All",,,,"-0.23","-0.23","-0.34","0.15",,,,,"-0.20",,,,,,,,,,
"panel2","expression1","20160413_CTCL005AG02 panel_2 00016283 079","[cd4skin]","gal9","Count","All",,,,"-0.15","-0.16","-0.34","0.17",,,,,"-0.14",,,,,,,,,,
"panel2","expression2","20160413_CTCL005AG02 panel_2 00016283 079","[pb_cd8]","hladr","Count","All",,,,"-0.07","2.01","-0.34","6.12",,,,,"0.28",,,,,,,,,,
"panel2","expression2","20160413_CTCL005AG02 panel_2 00016283 079","[til_cd8]","hladr","Count","All",,,,"10.82","16.32","12.99","17.45",,,,,"9.07",,,,,,,,,,
"panel2","expression2","20160413_CTCL005AG02 panel_2 00016283 079","[pb_cd4]","hladr","Count","All",,,,"-0.33","2.77","-0.34","22.27",,,,,"-0.08",,,,,,,,,,
"panel2","expression2","20160413_CTCL005AG02 panel_2 00016283 079","[til_cd4]","hladr","Count","All",,,,"5.22","16.23","-0.34","34.89",,,,,"3.92",,,,,,,,,,
"panel2","expression2","20160413_CTCL005AG02 panel_2 00016283 079","[tumour]","hladr","Count","All",,,,"20.89","33.18","23.58","47.76",,,,,"19.44",,,,,,,,,,
"panel2","expression2","20160413_CTCL005AG02 panel_2 00016283 079","[tcrvb_pos_blood]","hladr","Count","All",,,,"-0.16","2.01","-0.34","20.60",,,,,"0.02",,,,,,,,,,
"panel2","expression2","20160413_CTCL005AG02 panel_2 00016283 079","[cd4blood]","hladr","Count","All",,,,"-0.33","2.73","-0.34","22.19",,,,,"-0.08",,,,,,,,,,
"panel2","expression2","20160413_CTCL005AG02 panel_2 00016283 079","[cd4skin]","hladr","Count","All",,,,"11.38","23.06","-0.34","41.42",,,,,"7.41",,,,,,,,,,
"panel2","expression3","20160413_CTCL005AG02 panel_2 00016283 079","[pb_cd8]","lag3","Count","All",,,,"0.62","0.69","0.77","0.39",,,,,"0.60",,,,,,,,,,
"panel2","expression3","20160413_CTCL005AG02 panel_2 00016283 079","[til_cd8]","lag3","Count","All",,,,"0.47","0.58","0.10","0.52",,,,,"0.46",,,,,,,,,,
"panel2","expression3","20160413_CTCL005AG02 panel_2 00016283 079","[pb_cd4]","lag3","Count","All",,,,"0.74","0.77","0.10","0.33",,,,,"0.69",,,,,,,,,,
"panel2","expression3","20160413_CTCL005AG02 panel_2 00016283 079","[til_cd4]","lag3","Count","All",,,,"0.50","0.55","0.10","0.37",,,,,"0.47",,,,,,,,,,
"panel2","expression3","20160413_CTCL005AG02 panel_2 00016283 079","[tumour]","lag3","Count","All",,,,"0.52","0.58","0.10","0.37",,,,,"0.50",,,,,,,,,,
"panel2","expression3","20160413_CTCL005AG02 panel_2 00016283 079","[tcrvb_pos_blood]","lag3","Count","All",,,,"0.70","0.72","0.60","0.30",,,,,"0.66",,,,,,,,,,
"panel2","expression3","20160413_CTCL005AG02 panel_2 00016283 079","[cd4blood]","lag3","Count","All",,,,"0.74","0.76","0.80","0.33",,,,,"0.70",,,,,,,,,,
"panel2","expression3","20160413_CTCL005AG02 panel_2 00016283 079","[cd4skin]","lag3","Count","All",,,,"0.51","0.56","0.46","0.37",,,,,"0.50",,,,,,,,,,
"panel2","expression4","20160413_CTCL005AG02 panel_2 00016283 079","[pb_cd8]","tim3","Count","All",,,,"0.66","0.75","-0.34","2.22",,,,,"0.59",,,,,,,,,,
"panel2","expression4","20160413_CTCL005AG02 panel_2 00016283 079","[til_cd8]","tim3","Count","All",,,,"0.78","0.99","0.93","0.98",,,,,"0.74",,,,,,,,,,
"panel2","expression4","20160413_CTCL005AG02 panel_2 00016283 079","[pb_cd4]","tim3","Count","All",,,,"0.32","0.41","0.33","0.82",,,,,"0.34",,,,,,,,,,
"panel2","expression4","20160413_CTCL005AG02 panel_2 00016283 079","[til_cd4]","tim3","Count","All",,,,"0.39","0.46","0.35","0.53",,,,,"0.41",,,,,,,,,,
"panel2","expression4","20160413_CTCL005AG02 panel_2 00016283 079","[tumour]","tim3","Count","All",,,,"0.63","0.63","0.65","0.20",,,,,"0.61",,,,,,,,,,
"panel2","expression4","20160413_CTCL005AG02 panel_2 00016283 079","[tcrvb_pos_blood]","tim3","Count","All",,,,"0.32","0.35","0.34","0.34",,,,,"0.32",,,,,,,,,,
"panel2","expression4","20160413_CTCL005AG02 panel_2 00016283 079","[cd4blood]","tim3","Count","All",,,,"0.32","0.41","0.33","0.80",,,,,"0.34",,,,,,,,,,
"panel2","expression4","20160413_CTCL005AG02 panel_2 00016283 079","[cd4skin]","tim3","Count","All",,,,"0.48","0.53","0.47","0.43",,,,,"0.48",,,,,,,,,,
"panel2","populations","2016_05_26 CTCL008PB01_panel2 00017563 119",,,,"All","211179",,,,,,,,,,,,,,,,,,,,,"Ungated"
"panel2","populations","2016_05_26 CTCL008PB01_panel2 00017563 119",,,,"cd4blood","23695",,,,,,,,,,,,,,,,,,,,,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"panel2","populations","2016_05_26 CTCL008PB01_panel2 00017563 119",,,,"cd4skin","5917",,,,,,,,,,,,,,,,,,,,,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"panel2","populations","2016_05_26 CTCL008PB01_panel2 00017563 119",,,,"lymphocytes","89678",,,,,,,,,,,,,,,,,,,,,"lymphocytes AND singlets"
"panel2","populations","2016_05_26 CTCL008PB01_panel2 00017563 119",,,,"pb_cd4","22629",,,,,,,,,,,,,,,,,,,,,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND blood"
"panel2","populations","2016_05_26 CTCL008PB01_panel2 00017563 119",,,,"pb_cd8","5044",,,,,,,,,,,,,,,,,,,,,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"panel2","populations","2016_05_26 CTCL008PB01_panel2 00017563 119",,,,"singlets","172210",,,,,,,,,,,,,,,,,,,,,"singlets"
"panel2","populations","2016_05_26 CTCL008PB01_panel2 00017563 119",,,,"tcrvb_pos_blood","1068",,,,,,,,,,,,,,,,,,,,,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND blood"
"panel2","populations","2016_05_26 CTCL008PB01_panel2 00017563 119",,,,"til_cd4","397",,,,,,,,,,,,,,,,,,,,,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND skin"
"panel2","populations","2016_05_26 CTCL008PB01_panel2 00017563 119",,,,"til_cd8","186",,,,,,,,,,,,,,,,,,,,,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"panel2","populations","2016_05_26 CTCL008PB01_panel2 00017563 119",,,,"tumour","5528",,,,,,,,,,,,,,,,,,,,,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND skin"
"panel2","populations","2016_05_26 CTCL008PB01_panel2 00017563 119",,,,"viable_cd3","35246",,,,,,,,,,,,,,,,,,,,,"viable_cd3 AND lymphocytes AND singlets"
"panel2","expression1","2016_05_26 CTCL008PB01_panel2 00017563 119","[pb_cd8]","gal9","Count","All",,,,"0.44","0.47","0.40","0.32",,,,,"0.41",,,,,,,,,,
"panel2","expression1","2016_05_26 CTCL008PB01_panel2 00017563 119","[til_cd8]","gal9","Count","All",,,,"0.45","0.49","0.36","0.33",,,,,"0.42",,,,,,,,,,
"panel2","expression1","2016_05_26 CTCL008PB01_panel2 00017563 119","[pb_cd4]","gal9","Count","All",,,,"0.44","0.47","0.47","0.35",,,,,"0.40",,,,,,,,,,
"panel2","expression1","2016_05_26 CTCL008PB01_panel2 00017563 119","[til_cd4]","gal9","Count","All",,,,"0.53","0.56","0.68","0.41",,,,,"0.48",,,,,,,,,,
"panel2","expression1","2016_05_26 CTCL008PB01_panel2 00017563 119","[tumour]","gal9","Count","All",,,,"0.65","0.67","-0.34","0.48",,,,,"0.55",,,,,,,,,,
"panel2","expression1","2016_05_26 CTCL008PB01_panel2 00017563 119","[tcrvb_pos_blood]","gal9","Count","All",,,,"0.51","0.54","-0.34","0.45",,,,,"0.44",,,,,,,,,,
"panel2","expression1","2016_05_26 CTCL008PB01_panel2 00017563 119","[cd4blood]","gal9","Count","All",,,,"0.44","0.47","0.47","0.36",,,,,"0.40",,,,,,,,,,
"panel2","expression1","2016_05_26 CTCL008PB01_panel2 00017563 119","[cd4skin]","gal9","Count","All",,,,"0.64","0.66","-0.34","0.48",,,,,"0.54",,,,,,,,,,
"panel2","expression2","2016_05_26 CTCL008PB01_panel2 00017563 119","[pb_cd8]","hladr","Count","All",,,,"0.69","1.50","0.60","2.31",,,,,"0.84",,,,,,,,,,
"panel2","expression2","2016_05_26 CTCL008PB01_panel2 00017563 119","[til_cd8]","hladr","Count","All",,,,"3.71","5.94","1.58","6.88",,,,,"3.20",,,,,,,,,,
"panel2","expression2","2016_05_26 CTCL008PB01_panel2 00017563 119","[pb_cd4]","hladr","Count","All",,,,"0.62","0.80","0.65","1.33",,,,,"0.62",,,,,,,,,,
"panel2","expression2","2016_05_26 CTCL008PB01_panel2 00017563 119","[til_cd4]","hladr","Count","All",,,,"2.39","5.01","3.89","7.52",,,,,"2.48",,,,,,,,,,
"panel2","expression2","2016_05_26 CTCL008PB01_panel2 00017563 119","[tumour]","hladr","Count","All",,,,"8.62","11.69","12.73","10.27",,,,,"8.02",,,,,,,,,,
"panel2","expression2","2016_05_26 CTCL008PB01_panel2 00017563 119","[tcrvb_pos_blood]","hladr","Count","All",,,,"0.97","1.16","0.95","1.67",,,,,"0.94",,,,,,,,,,
"panel2","expression2","2016_05_26 CTCL008PB01_panel2 00017563 119","[cd4blood]","hladr","Count","All",,,,"0.63","0.81","0.65","1.35",,,,,"0.63",,,,,,,,,,
"panel2","expression2","2016_05_26 CTCL008PB01_panel2 00017563 119","[cd4skin]","hladr","Count","All",,,,"8.12","11.25","12.73","10.25",,,,,"7.40",,,,,,,,,,
"panel2","expression3","2016_05_26 CTCL008PB01_panel2 00017563 119","[pb_cd8]","lag3","Count","All",,,,"0.58","0.61","0.64","0.28",,,,,"0.55",,,,,,,,,,
"panel2","expression3","2016_05_26 CTCL008PB01_panel2 00017563 119","[til_cd8]","lag3","Count","All",,,,"0.62","0.63","0.68","0.24",,,,,"0.57",,,,,,,,,,
"panel2","expression3","2016_05_26 CTCL008PB01_panel2 00017563 119","[pb_cd4]","lag3","Count","All",,,,"0.75","0.78","0.84","0.34",,,,,"0.72",,,,,,,,,,
"panel2","expression3","2016_05_26 CTCL008PB01_panel2 00017563 119","[til_cd4]","lag3","Count","All",,,,"0.71","0.76","0.74","0.31",,,,,"0.69",,,,,,,,,,
"panel2","expression3","2016_05_26 CTCL008PB01_panel2 00017563 119","[tumour]","lag3","Count","All",,,,"0.97","1.01","0.86","0.47",,,,,"0.94",,,,,,,,,,
"panel2","expression3","2016_05_26 CTCL008PB01_panel2 00017563 119","[tcrvb_pos_blood]","lag3","Count","All",,,,"0.77","0.80","0.77","0.33",,,,,"0.74",,,,,,,,,,
"panel2","expression3","2016_05_26 CTCL008PB01_panel2 00017563 119","[cd4blood]","lag3","Count","All",,,,"0.75","0.78","0.75","0.34",,,,,"0.73",,,,,,,,,,
"panel2","expression3","2016_05_26 CTCL008PB01_panel2 00017563 119","[cd4skin]","lag3","Count","All",,,,"0.95","1.00","0.99","0.47",,,,,"0.93",,,,,,,,,,
"panel2","expression4","2016_05_26 CTCL008PB01_panel2 00017563 119","[pb_cd8]","tim3","Count","All",,,,"0.55","0.66","-0.34","5.79",,,,,"0.46",,,,,,,,,,
"panel2","expression4","2016_05_26 CTCL008PB01_panel2 00017563 119","[til_cd8]","tim3","Count","All",,,,"0.66","0.68","0.51","0.42",,,,,"0.59",,,,,,,,,,
"panel2","expression4","2016_05_26 CTCL008PB01_panel2 00017563 119","[pb_cd4]","tim3","Count","All",,,,"0.44","0.47","0.45","0.23",,,,,"0.43",,,,,,,,,,
"panel2","expression4","2016_05_26 CTCL008PB01_panel2 00017563 119","[til_cd4]","tim3","Count","All",,,,"0.57","0.60","0.73","0.24",,,,,"0.56",,,,,,,,,,
"panel2","expression4","2016_05_26 CTCL008PB01_panel2 00017563 119","[tumour]","tim3","Count","All",,,,"0.76","0.78","0.75","0.25",,,,,"0.74",,,,,,,,,,
"panel2","expression4","2016_05_26 CTCL008PB01_panel2 00017563 119","[tcrvb_pos_blood]","tim3","Count","All",,,,"0.43","0.47","0.50","0.25",,,,,"0.43",,,,,,,,,,
"panel2","expression4","2016_05_26 CTCL008PB01_panel2 00017563 119","[cd4blood]","tim3","Count","All",,,,"0.44","0.47","0.45","0.23",,,,,"0.43",,,,,,,,,,
"panel2","expression4","2016_05_26 CTCL008PB01_panel2 00017563 119","[cd4skin]","tim3","Count","All",,,,"0.75","0.77","0.78","0.25",,,,,"0.73",,,,,,,,,,
"panel2","populations","CTCL023DB 02A skin panel2 00020100 2016-08-24 267",,,,"All","217566",,,,,,,,,,,,,,,,,,,,,"Ungated"
"panel2","populations","CTCL023DB 02A skin panel2 00020100 2016-08-24 267",,,,"cd4blood","18564",,,,,,,,,,,,,,,,,,,,,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"panel2","populations","CTCL023DB 02A skin panel2 00020100 2016-08-24 267",,,,"cd4skin","1223",,,,,,,,,,,,,,,,,,,,,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"panel2","populations","CTCL023DB 02A skin panel2 00020100 2016-08-24 267",,,,"lymphocytes","88151",,,,,,,,,,,,,,,,,,,,,"lymphocytes AND singlets"
"panel2","populations","CTCL023DB 02A skin panel2 00020100 2016-08-24 267",,,,"pb_cd4","17478",,,,,,,,,,,,,,,,,,,,,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND blood"
"panel2","populations","CTCL023DB 02A skin panel2 00020100 2016-08-24 267",,,,"pb_cd8","27178",,,,,,,,,,,,,,,,,,,,,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"panel2","populations","CTCL023DB 02A skin panel2 00020100 2016-08-24 267",,,,"singlets","149156",,,,,,,,,,,,,,,,,,,,,"singlets"
"panel2","populations","CTCL023DB 02A skin panel2 00020100 2016-08-24 267",,,,"tcrvb_pos_blood","1097",,,,,,,,,,,,,,,,,,,,,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND blood"
"panel2","populations","CTCL023DB 02A skin panel2 00020100 2016-08-24 267",,,,"til_cd4","1129",,,,,,,,,,,,,,,,,,,,,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND skin"
"panel2","populations","CTCL023DB 02A skin panel2 00020100 2016-08-24 267",,,,"til_cd8","811",,,,,,,,,,,,,,,,,,,,,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"panel2","populations","CTCL023DB 02A skin panel2 00020100 2016-08-24 267",,,,"tumour","96",,,,,,,,,,,,,,,,,,,,,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND skin"
"panel2","populations","CTCL023DB 02A skin panel2 00020100 2016-08-24 267",,,,"viable_cd3","49179",,,,,,,,,,,,,,,,,,,,,"viable_cd3 AND lymphocytes AND singlets"
"panel2","expression1","CTCL023DB 02A skin panel2 00020100 2016-08-24 267","[pb_cd8]","gal9","Count","All",,,,"0.39","0.42","0.42","0.24",,,,,"0.38",,,,,,,,,,
"panel2","expression1","CTCL023DB 02A skin panel2 00020100 2016-08-24 267","[til_cd8]","gal9","Count","All",,,,"0.39","0.40","0.46","0.24",,,,,"0.37",,,,,,,,,,
